transaction_date,transaction_time,customer_id,card_last4,merchant,merchant_category,amount,country,channel,is_fraud
2023-10-01,11:01:10,CUST-3286,3286,Merchant_113,grocery,58.29,GB,mobile,0
2023-04-14,05:37:15,CUST-4788,4788,Merchant_208,online,19.29,AU,web,0
2023-10-29,06:20:08,CUST-3496,3496,Merchant_100,entertainment,10.18,DE,web,0
2023-12-23,04:53:06,CUST-5741,5741,Merchant_119,gas_station,66.27,GB,pos,0
2023-08-13,10:59:33,CUST-1771,1771,Merchant_313,cash,33.28,AU,web,0
2023-06-20,12:19:29,CUST-4978,4978,Merchant_109,grocery,35.57,FR,pos,0
2023-07-06,10:28:59,CUST-5499,5499,Merchant_77,healthcare,59.94,AU,mobile,0
2023-05-03,08:40:49,CUST-2084,2084,Merchant_329,gas_station,54.01,CA,pos,0
2023-12-31,13:09:32,CUST-6168,6168,Merchant_226,travel,24.47,AU,web,0
2023-04-30,08:07:41,CUST-9479,9479,Merchant_373,travel,31.18,AU,web,0
2023-04-26,23:07:57,CUST-8999,8999,Merchant_312,grocery,11.92,DE,mobile,1
2023-08-09,07:57:09,CUST-1444,1444,Merchant_249,restaurant,33.28,US,pos,0
2023-02-01,16:20:04,CUST-4483,4483,Merchant_15,healthcare,25.87,AU,web,0
2023-10-05,12:33:22,CUST-8973,8973,Merchant_312,entertainment,31.29,CA,pos,0
2023-11-13,08:32:36,CUST-7484,7484,Merchant_326,cash,25.93,GB,pos,0
2023-03-05,09:23:30,CUST-5562,5562,Merchant_376,online,60.77,CA,pos,0
2023-10-04,10:15:06,CUST-5573,5573,Merchant_185,grocery,29.08,US,web,0
2023-05-12,21:33:23,CUST-3704,3704,Merchant_132,online,18.61,AU,pos,0
2023-01-24,20:19:48,CUST-7548,7548,Merchant_168,entertainment,17.58,DE,pos,0
2023-09-22,17:32:56,CUST-8811,8811,Merchant_272,gas_station,49.51,CA,web,0
2023-10-06,00:26:39,CUST-5563,5563,Merchant_97,grocery,16.64,MX,atm,0
2023-09-15,10:28:00,CUST-1441,1441,Merchant_274,healthcare,49.13,AU,pos,0
2023-04-20,10:12:56,CUST-2291,2291,Merchant_385,travel,11.51,US,web,0
2023-05-27,07:15:55,CUST-1590,1590,Merchant_383,utilities,37.84,DE,web,0
2023-04-27,11:30:56,CUST-4295,4295,Merchant_61,restaurant,13.89,DE,web,0
2023-05-30,22:30:49,CUST-2638,2638,Merchant_255,retail,36.31,DE,pos,0
2023-08-03,08:47:40,CUST-7389,7389,Merchant_226,retail,72.21,DE,pos,0
2023-07-28,14:37:52,CUST-8777,8777,Merchant_136,entertainment,24.43,US,pos,0
2023-12-25,03:52:44,CUST-1317,1317,Merchant_204,utilities,84.99,GB,mobile,0
2023-02-02,11:49:54,CUST-1027,1027,Merchant_138,grocery,9.92,AU,pos,0
2023-01-16,14:33:53,CUST-8238,8238,Merchant_376,cash,10.83,AU,atm,0
2023-03-11,06:09:43,CUST-5279,5279,Merchant_280,cash,21.13,GB,pos,0
2023-04-18,08:45:45,CUST-7865,7865,Merchant_104,entertainment,159.08,DE,pos,0
2023-09-17,16:50:08,CUST-3088,3088,Merchant_3,gas_station,80.39,DE,pos,0
2023-06-13,18:33:41,CUST-2291,2291,Merchant_237,gas_station,9.18,GB,pos,0
2023-08-11,05:34:19,CUST-1514,1514,Merchant_24,travel,45.71,AU,web,0
2023-01-07,11:47:54,CUST-7209,7209,Merchant_21,gas_station,184.2,CA,web,0
2023-02-04,09:02:53,CUST-5315,5315,Merchant_293,grocery,10.3,AU,pos,0
2023-10-20,09:45:39,CUST-6718,6718,Merchant_262,cash,70.04,FR,web,0
2023-03-20,09:29:35,CUST-9947,9947,Merchant_230,retail,85.1,GB,pos,0
2023-01-27,19:35:56,CUST-6590,6590,Merchant_396,entertainment,22.85,GB,web,0
2023-10-01,06:15:17,CUST-1090,1090,Merchant_95,online,32.48,CA,web,0
2023-06-11,11:17:50,CUST-2874,2874,Merchant_246,utilities,41.49,GB,web,0
2023-10-09,07:11:54,CUST-5272,5272,Merchant_387,utilities,98.73,GB,mobile,0
2023-01-31,20:57:39,CUST-9031,9031,Merchant_63,healthcare,14.96,DE,web,0
2023-11-27,08:02:39,CUST-1009,1009,Merchant_288,retail,10.52,GB,mobile,0
2023-09-06,14:49:20,CUST-9479,9479,Merchant_146,grocery,35.51,CN,pos,0
2023-06-12,12:28:59,CUST-1035,1035,Merchant_142,utilities,9.83,GB,mobile,0
2023-11-24,12:19:50,CUST-1828,1828,Merchant_151,online,98.04,US,pos,0
2023-05-17,15:17:22,CUST-4872,4872,Merchant_187,cash,13.73,US,mobile,0
2023-05-01,13:42:19,CUST-4164,4164,Merchant_388,gas_station,26.2,FR,pos,0
2023-11-05,08:41:22,CUST-7126,7126,Merchant_341,restaurant,63.88,FR,atm,0
2023-07-12,05:15:33,CUST-3646,3646,Merchant_236,travel,7.45,AU,web,0
2023-11-11,12:10:42,CUST-5351,5351,Merchant_58,gas_station,121.33,CA,web,0
2023-12-01,11:40:49,CUST-1400,1400,Merchant_51,gas_station,19.72,US,atm,0
2023-09-10,13:51:41,CUST-9099,9099,Merchant_352,restaurant,47.68,GB,pos,0
2023-02-22,05:58:07,CUST-7669,7669,Merchant_216,online,33.49,DE,pos,0
2023-05-06,10:19:58,CUST-3223,3223,Merchant_272,cash,16.27,AU,mobile,0
2023-02-14,04:33:11,CUST-5012,5012,Merchant_223,healthcare,6.73,US,pos,0
2023-10-02,13:50:26,CUST-3506,3506,Merchant_116,restaurant,34.42,DE,pos,0
2023-06-01,18:11:16,CUST-3683,3683,Merchant_360,restaurant,62.06,FR,pos,0
2023-10-16,14:19:57,CUST-8119,8119,Merchant_146,gas_station,21.91,GB,pos,0
2023-03-13,15:10:52,CUST-5339,5339,Merchant_62,gas_station,7.19,FR,atm,0
2023-07-01,12:45:13,CUST-4228,4228,Merchant_86,online,105.78,GB,pos,0
2023-06-28,07:32:36,CUST-9797,9797,Merchant_30,retail,18.29,CA,pos,0
2023-11-13,13:19:46,CUST-4673,4673,Merchant_224,retail,23.62,FR,pos,0
2023-01-05,08:25:05,CUST-8149,8149,Merchant_347,utilities,55.77,AU,pos,0
2023-01-08,13:17:01,CUST-3647,3647,Merchant_119,travel,18.72,US,pos,0
2023-02-03,07:15:51,CUST-9280,9280,Merchant_273,online,28.3,US,pos,0
2023-09-23,22:02:10,CUST-3532,3532,Merchant_12,restaurant,33.36,US,pos,0
2023-05-27,18:38:36,CUST-6310,6310,Merchant_201,healthcare,21.96,DE,pos,0
2023-01-22,09:19:02,CUST-7912,7912,Merchant_101,entertainment,49.36,CA,mobile,0
2023-08-29,15:52:25,CUST-5649,5649,Merchant_113,cash,34.36,US,mobile,0
2023-04-09,11:08:20,CUST-8619,8619,Merchant_376,entertainment,59.33,US,mobile,0
2023-07-31,07:59:07,CUST-9540,9540,Merchant_29,travel,161.84,GB,pos,0
2023-01-19,10:33:42,CUST-2729,2729,Merchant_94,healthcare,50.87,CA,pos,0
2023-10-16,10:49:49,CUST-7939,7939,Merchant_244,restaurant,34.25,CA,atm,0
2023-06-01,18:29:07,CUST-1320,1320,Merchant_111,online,29.95,DE,web,0
2023-03-26,10:41:00,CUST-8705,8705,Merchant_65,retail,24.37,US,pos,0
2023-01-19,11:20:29,CUST-4593,4593,Merchant_156,cash,95.96,GB,mobile,0
2023-04-20,06:27:58,CUST-6085,6085,Merchant_20,healthcare,22.6,US,pos,0
2023-10-04,09:33:39,CUST-6507,6507,Merchant_3,online,7.87,GB,web,0
2023-10-23,11:49:11,CUST-4811,4811,Merchant_398,cash,124.21,DE,web,0
2023-01-13,09:18:01,CUST-5349,5349,Merchant_87,online,18.53,DE,pos,0
2023-09-03,05:08:11,CUST-6378,6378,Merchant_147,entertainment,77.2,CA,web,0
2023-10-07,10:05:32,CUST-5374,5374,Merchant_223,healthcare,15.12,GB,pos,0
2023-12-29,08:52:59,CUST-9289,9289,Merchant_361,restaurant,21.6,DE,atm,0
2023-06-14,16:51:50,CUST-6344,6344,Merchant_44,gas_station,20.79,US,web,0
2023-12-13,10:07:30,CUST-7149,7149,Merchant_120,utilities,23.66,RU,pos,0
2023-07-30,10:45:33,CUST-8144,8144,Merchant_193,gas_station,38.22,AU,mobile,0
2023-08-12,18:18:04,CUST-3068,3068,Merchant_327,grocery,5.12,US,pos,0
2023-10-24,23:50:11,CUST-5082,5082,Merchant_308,cash,9.65,JP,mobile,1
2023-09-27,16:06:59,CUST-8508,8508,Merchant_343,cash,26.53,GB,pos,0
2023-04-07,11:08:27,CUST-2269,2269,Merchant_286,retail,12.09,RU,pos,0
2023-03-04,08:12:41,CUST-5133,5133,Merchant_231,entertainment,30.12,GB,pos,0
2023-01-24,14:00:59,CUST-5088,5088,Merchant_143,travel,36.51,FR,web,0
2023-12-30,08:17:26,CUST-5803,5803,Merchant_291,retail,52.58,FR,pos,0
2023-01-17,16:02:19,CUST-4139,4139,Merchant_254,cash,51.69,FR,pos,0
2023-06-17,16:17:13,CUST-8491,8491,Merchant_387,restaurant,44.46,CN,pos,0
2023-07-17,08:35:18,CUST-3977,3977,Merchant_209,entertainment,15.37,JP,pos,0
2023-12-05,05:40:48,CUST-3426,3426,Merchant_144,grocery,18.65,AU,pos,0
2023-03-24,14:08:25,CUST-7658,7658,Merchant_239,online,41.19,MX,atm,0
2023-05-21,21:53:49,CUST-2530,2530,Merchant_370,travel,25.79,FR,web,0
2023-08-30,13:37:27,CUST-2512,2512,Merchant_234,travel,23.59,DE,web,0
2023-01-07,10:07:25,CUST-3167,3167,Merchant_78,grocery,125.94,DE,mobile,0
2023-06-08,02:18:28,CUST-8244,8244,Merchant_330,gas_station,18.13,GB,web,0
2023-01-11,05:45:13,CUST-4388,4388,Merchant_319,entertainment,19.42,GB,web,0
2023-11-28,18:10:41,CUST-7790,7790,Merchant_51,entertainment,74.64,US,pos,0
2023-05-28,12:25:31,CUST-5669,5669,Merchant_343,retail,35.92,US,mobile,0
2023-04-30,04:57:18,CUST-9270,9270,Merchant_55,online,31.38,DE,mobile,0
2023-02-28,01:08:00,CUST-8573,8573,Merchant_212,utilities,61.42,US,web,0
2023-10-13,08:06:55,CUST-4228,4228,Merchant_363,healthcare,277.97,GB,mobile,0
2023-09-04,14:20:30,CUST-7054,7054,Merchant_135,retail,49.68,IN,pos,0
2023-05-03,10:34:45,CUST-3547,3547,Merchant_7,utilities,20.06,AU,pos,0
2023-03-23,19:13:10,CUST-8651,8651,Merchant_263,online,3.25,CN,pos,0
2023-12-24,14:21:31,CUST-2674,2674,Merchant_205,restaurant,26.15,AU,web,0
2023-12-25,08:59:20,CUST-6183,6183,Merchant_232,retail,47.07,DE,atm,0
2023-05-10,16:52:21,CUST-5033,5033,Merchant_361,healthcare,37.67,AU,mobile,0
2023-09-23,14:44:25,CUST-5543,5543,Merchant_289,retail,66.5,CA,pos,0
2023-10-15,19:03:15,CUST-5345,5345,Merchant_234,gas_station,17.6,US,mobile,0
2023-10-25,14:37:52,CUST-3170,3170,Merchant_344,utilities,36.27,DE,pos,0
2023-06-26,19:07:57,CUST-8206,8206,Merchant_70,entertainment,33.39,GB,pos,0
2023-11-12,22:38:02,CUST-5198,5198,Merchant_374,entertainment,43.07,AU,web,0
2023-12-01,12:20:17,CUST-7812,7812,Merchant_215,utilities,98.95,IN,pos,0
2023-09-07,09:39:33,CUST-2891,2891,Merchant_339,entertainment,29.15,GB,pos,0
2023-04-02,17:53:58,CUST-8611,8611,Merchant_385,entertainment,47.76,AU,pos,0
2023-03-24,14:06:10,CUST-1117,1117,Merchant_328,entertainment,25.69,US,pos,0
2023-04-04,06:05:54,CUST-8102,8102,Merchant_80,travel,18.16,GB,pos,0
2023-12-15,11:08:30,CUST-9289,9289,Merchant_315,restaurant,57.75,CA,web,0
2023-12-16,18:09:05,CUST-5073,5073,Merchant_367,cash,39.7,CA,mobile,0
2023-08-30,11:24:01,CUST-1207,1207,Merchant_187,travel,79.24,CA,mobile,0
2023-12-22,14:15:16,CUST-9785,9785,Merchant_26,cash,120.22,AU,web,0
2023-12-08,22:58:50,CUST-7790,7790,Merchant_340,online,158.18,AU,atm,1
2023-02-06,16:51:29,CUST-2776,2776,Merchant_22,utilities,21.21,FR,pos,0
2023-06-27,16:36:33,CUST-2697,2697,Merchant_194,restaurant,10.13,FR,mobile,0
2023-12-31,06:03:21,CUST-7873,7873,Merchant_387,retail,13.31,GB,web,0
2023-10-02,20:58:30,CUST-1207,1207,Merchant_240,online,101.27,CA,pos,0
2023-03-23,20:24:15,CUST-6085,6085,Merchant_293,healthcare,18.56,GB,web,0
2023-10-29,12:12:00,CUST-2160,2160,Merchant_234,healthcare,23.28,AU,pos,0
2023-05-19,15:50:27,CUST-9270,9270,Merchant_68,online,41.09,DE,pos,0
2023-04-04,09:18:42,CUST-2129,2129,Merchant_106,restaurant,13.03,FR,web,0
2023-03-19,22:17:44,CUST-3724,3724,Merchant_191,online,29.05,CA,mobile,0
2023-10-17,17:02:06,CUST-9479,9479,Merchant_366,restaurant,53.27,AU,atm,0
2023-07-06,20:16:30,CUST-1821,1821,Merchant_327,cash,31.53,FR,atm,0
2023-12-12,10:13:19,CUST-8140,8140,Merchant_177,cash,38.57,GB,mobile,0
2023-05-04,08:38:53,CUST-7868,7868,Merchant_313,travel,8.83,US,pos,0
2023-09-25,10:56:25,CUST-8651,8651,Merchant_25,online,4.66,US,mobile,0
2023-03-09,16:00:50,CUST-7149,7149,Merchant_35,online,28.08,DE,pos,0
2023-09-05,06:42:37,CUST-4114,4114,Merchant_174,cash,2.6,AU,web,0
2023-07-10,12:06:22,CUST-9856,9856,Merchant_242,gas_station,100.64,DE,pos,0
2023-05-13,12:26:32,CUST-1152,1152,Merchant_251,cash,68.32,CA,web,0
2023-11-16,12:21:14,CUST-9201,9201,Merchant_235,entertainment,64.27,CA,pos,0
2023-06-18,10:31:28,CUST-8651,8651,Merchant_285,utilities,5.86,US,pos,0
2023-11-15,16:17:46,CUST-1320,1320,Merchant_226,utilities,34.12,DE,atm,0
2023-10-23,00:23:52,CUST-2988,2988,Merchant_298,entertainment,79.18,FR,web,0
2023-08-26,13:48:21,CUST-1653,1653,Merchant_58,gas_station,52.02,US,web,0
2023-12-20,22:57:03,CUST-4595,4595,Merchant_255,healthcare,41.29,CA,mobile,0
2023-03-26,12:37:48,CUST-6279,6279,Merchant_287,grocery,134.87,US,atm,0
2023-06-21,08:48:50,CUST-1634,1634,Merchant_135,grocery,73.29,DE,mobile,0
2023-06-22,10:24:22,CUST-6085,6085,Merchant_312,online,31.6,GB,mobile,0
2023-08-12,15:39:51,CUST-3683,3683,Merchant_304,cash,57.07,FR,web,0
2023-11-21,03:28:55,CUST-6180,6180,Merchant_317,utilities,23.14,US,atm,0
2023-02-11,00:02:17,CUST-6038,6038,Merchant_273,restaurant,26.57,FR,pos,0
2023-02-13,21:04:50,CUST-7311,7311,Merchant_272,travel,14.3,AU,pos,0
2023-03-11,06:40:18,CUST-3724,3724,Merchant_167,grocery,40.77,CA,web,0
2023-09-28,12:52:56,CUST-6050,6050,Merchant_307,gas_station,49.68,DE,pos,0
2023-12-13,17:12:35,CUST-4848,4848,Merchant_100,restaurant,19.37,MX,pos,0
2023-10-20,15:41:43,CUST-7548,7548,Merchant_168,healthcare,11.95,DE,pos,0
2023-07-01,03:46:10,CUST-6442,6442,Merchant_313,entertainment,15.64,CA,web,0
2023-07-15,14:20:44,CUST-8206,8206,Merchant_174,entertainment,56.57,GB,mobile,0
2023-05-26,02:27:47,CUST-3266,3266,Merchant_299,travel,185.5,GB,mobile,0
2023-05-26,17:02:40,CUST-2654,2654,Merchant_34,cash,50.53,CA,mobile,0
2023-03-28,18:05:09,CUST-2530,2530,Merchant_126,utilities,15.11,FR,web,0
2023-01-29,15:21:28,CUST-8633,8633,Merchant_267,healthcare,28.63,CA,atm,0
2023-10-11,13:03:57,CUST-1525,1525,Merchant_5,cash,105.46,US,mobile,0
2023-07-30,07:51:43,CUST-3426,3426,Merchant_196,gas_station,34.0,AU,web,0
2023-08-24,08:18:40,CUST-8744,8744,Merchant_47,healthcare,46.03,AU,pos,0
2023-07-11,09:12:19,CUST-4919,4919,Merchant_381,retail,9.87,GB,mobile,0
2023-03-25,20:48:05,CUST-5543,5543,Merchant_369,entertainment,71.33,CA,atm,0
2023-06-13,07:51:25,CUST-2489,2489,Merchant_74,online,16.72,AU,pos,0
2023-10-13,09:18:55,CUST-4266,4266,Merchant_283,cash,10.56,FR,pos,0
2023-09-22,12:56:53,CUST-2307,2307,Merchant_42,entertainment,159.2,US,mobile,0
2023-07-10,05:06:30,CUST-6413,6413,Merchant_18,healthcare,85.81,FR,pos,0
2023-02-28,05:27:34,CUST-9835,9835,Merchant_209,restaurant,71.66,CA,web,0
2023-08-10,09:07:05,CUST-8144,8144,Merchant_55,utilities,57.37,AU,pos,0
2023-07-05,12:05:27,CUST-5905,5905,Merchant_356,gas_station,14.41,AU,mobile,0
2023-06-26,23:49:31,CUST-5073,5073,Merchant_260,entertainment,32.99,CA,pos,0
2023-03-05,08:45:12,CUST-2982,2982,Merchant_245,healthcare,23.49,US,pos,0
2023-04-02,08:43:46,CUST-6155,6155,Merchant_255,utilities,104.11,US,mobile,0
2023-07-26,05:49:22,CUST-5272,5272,Merchant_400,cash,59.29,GB,web,0
2023-12-24,12:05:02,CUST-4585,4585,Merchant_342,utilities,35.53,CA,mobile,0
2023-04-30,17:21:36,CUST-5861,5861,Merchant_7,grocery,84.93,DE,web,0
2023-07-21,06:37:44,CUST-2796,2796,Merchant_399,cash,10.54,US,mobile,0
2023-04-03,09:31:54,CUST-1520,1520,Merchant_87,restaurant,23.69,GB,pos,0
2023-03-17,23:37:05,CUST-3200,3200,Merchant_8,travel,20.48,GB,web,0
2023-02-15,20:22:55,CUST-5562,5562,Merchant_220,travel,38.25,CA,pos,0
2023-03-31,14:08:24,CUST-8019,8019,Merchant_184,retail,18.06,CA,web,0
2023-06-01,18:18:17,CUST-9308,9308,Merchant_261,gas_station,77.68,CA,mobile,0
2023-01-29,13:33:12,CUST-4923,4923,Merchant_291,gas_station,35.38,AU,pos,0
2023-02-22,07:14:27,CUST-9348,9348,Merchant_85,gas_station,16.75,GB,web,0
2023-09-16,20:48:29,CUST-2049,2049,Merchant_118,online,43.13,AU,web,0
2023-06-30,14:07:37,CUST-8579,8579,Merchant_36,entertainment,17.08,CA,web,0
2023-03-14,07:52:18,CUST-2832,2832,Merchant_221,grocery,24.18,AU,atm,0
2023-05-01,09:20:07,CUST-7865,7865,Merchant_57,grocery,282.18,GB,mobile,0
2023-12-01,02:14:34,CUST-3286,3286,Merchant_10,grocery,66.61,GB,pos,0
2023-11-18,09:15:32,CUST-4728,4728,Merchant_71,retail,7.54,FR,pos,0
2023-08-02,19:50:44,CUST-7043,7043,Merchant_245,online,67.38,DE,atm,0
2023-02-01,14:42:25,CUST-4443,4443,Merchant_327,gas_station,52.6,CA,pos,0
2023-03-16,15:30:01,CUST-9379,9379,Merchant_151,retail,43.46,GB,web,0
2023-12-21,08:10:56,CUST-6794,6794,Merchant_334,grocery,8.52,CA,web,0
2023-12-19,08:29:38,CUST-9666,9666,Merchant_120,gas_station,20.09,US,web,0
2023-03-13,15:37:29,CUST-8711,8711,Merchant_383,online,44.16,GB,web,0
2023-10-24,14:06:12,CUST-2133,2133,Merchant_146,grocery,8.45,CA,pos,0
2023-01-19,09:14:01,CUST-4006,4006,Merchant_304,restaurant,26.72,US,web,0
2023-06-07,04:06:08,CUST-9004,9004,Merchant_12,gas_station,139.11,CA,web,0
2023-05-06,11:02:13,CUST-8657,8657,Merchant_9,travel,66.67,DE,pos,0
2023-05-20,18:31:05,CUST-6763,6763,Merchant_138,entertainment,134.99,DE,pos,0
2023-05-22,18:57:21,CUST-5082,5082,Merchant_26,entertainment,3.89,AU,mobile,0
2023-10-27,09:09:27,CUST-8144,8144,Merchant_188,travel,37.01,AU,web,0
2023-07-04,12:39:42,CUST-7528,7528,Merchant_203,restaurant,27.48,FR,mobile,0
2023-11-18,10:43:50,CUST-6378,6378,Merchant_185,entertainment,227.92,CA,mobile,0
2023-03-15,11:46:16,CUST-1488,1488,Merchant_94,gas_station,48.67,US,mobile,0
2023-11-26,10:13:49,CUST-1027,1027,Merchant_31,restaurant,8.1,AU,mobile,0
2023-09-02,09:49:24,CUST-4814,4814,Merchant_152,utilities,5.25,US,web,0
2023-08-17,06:08:34,CUST-4492,4492,Merchant_181,entertainment,19.34,FR,pos,0
2023-06-05,10:49:23,CUST-9308,9308,Merchant_74,utilities,52.63,CA,web,0
2023-11-04,18:03:31,CUST-9669,9669,Merchant_77,healthcare,18.97,AU,pos,0
2023-11-20,16:55:35,CUST-2235,2235,Merchant_145,utilities,14.24,FR,atm,0
2023-03-13,21:13:56,CUST-2124,2124,Merchant_62,grocery,53.03,DE,web,0
2023-08-19,07:36:07,CUST-9797,9797,Merchant_274,entertainment,14.51,CN,pos,0
2023-02-20,17:18:39,CUST-2796,2796,Merchant_162,healthcare,24.54,IN,pos,0
2023-10-11,21:11:10,CUST-4510,4510,Merchant_334,cash,19.37,GB,mobile,0
2023-04-28,10:35:08,CUST-5325,5325,Merchant_221,grocery,182.38,FR,mobile,0
2023-02-01,11:25:23,CUST-3536,3536,Merchant_115,entertainment,27.08,US,mobile,0
2023-02-12,07:55:35,CUST-1685,1685,Merchant_172,travel,39.56,CA,web,0
2023-01-21,05:48:08,CUST-2669,2669,Merchant_109,utilities,34.64,GB,web,0
2023-08-09,21:00:18,CUST-2290,2290,Merchant_74,cash,37.48,AU,pos,0
2023-10-30,11:06:55,CUST-8999,8999,Merchant_356,restaurant,8.65,DE,pos,0
2023-03-03,12:03:18,CUST-3223,3223,Merchant_379,healthcare,13.05,AU,web,0
2023-07-17,09:56:01,CUST-1771,1771,Merchant_262,cash,34.25,IN,pos,0
2023-01-12,09:28:42,CUST-3060,3060,Merchant_75,retail,47.66,CA,web,0
2023-02-22,12:30:04,CUST-4505,4505,Merchant_179,cash,12.93,AU,web,0
2023-08-25,09:40:11,CUST-4673,4673,Merchant_105,cash,15.3,FR,atm,0
2023-02-26,13:27:16,CUST-1128,1128,Merchant_276,utilities,8.57,CA,pos,0
2023-07-21,09:51:43,CUST-7570,7570,Merchant_159,entertainment,7.41,CA,mobile,0
2023-02-15,22:12:07,CUST-8239,8239,Merchant_321,cash,172.75,BR,mobile,1
2023-06-20,15:17:53,CUST-4505,4505,Merchant_335,utilities,13.7,DE,web,0
2023-06-28,07:59:24,CUST-8144,8144,Merchant_218,online,16.27,AU,pos,0
2023-01-30,22:01:12,CUST-9834,9834,Merchant_373,retail,38.98,AU,mobile,0
2023-03-03,15:37:01,CUST-5741,5741,Merchant_208,gas_station,96.39,GB,mobile,0
2023-10-12,12:56:19,CUST-2604,2604,Merchant_236,gas_station,198.68,FR,pos,0
2023-10-28,15:35:46,CUST-6881,6881,Merchant_67,healthcare,40.51,FR,pos,0
2023-04-11,08:48:09,CUST-9837,9837,Merchant_388,utilities,76.95,US,pos,0
2023-03-11,05:52:52,CUST-5315,5315,Merchant_145,travel,15.55,AU,atm,0
2023-12-03,07:54:30,CUST-4492,4492,Merchant_317,cash,65.12,FR,web,0
2023-09-18,11:10:56,CUST-5471,5471,Merchant_265,utilities,6.15,GB,pos,0
2023-11-01,06:54:58,CUST-9288,9288,Merchant_98,entertainment,31.32,CA,web,0
2023-06-18,12:02:49,CUST-9856,9856,Merchant_299,online,215.27,DE,pos,0
2023-12-28,08:08:04,CUST-4006,4006,Merchant_341,restaurant,67.51,US,atm,0
2023-09-25,09:19:26,CUST-5673,5673,Merchant_81,utilities,83.24,GB,mobile,0
2023-05-24,08:28:20,CUST-7883,7883,Merchant_48,cash,29.08,AU,mobile,0
2023-09-27,23:14:10,CUST-4346,4346,Merchant_45,travel,7.96,US,pos,0
2023-09-26,20:28:52,CUST-5462,5462,Merchant_302,utilities,16.3,US,web,0
2023-01-18,11:09:05,CUST-3504,3504,Merchant_123,retail,50.39,US,pos,0
2023-03-24,03:45:10,CUST-5198,5198,Merchant_250,utilities,20.37,AU,atm,0
2023-12-22,11:33:44,CUST-2982,2982,Merchant_85,utilities,23.65,US,web,0
2023-12-22,06:09:45,CUST-2424,2424,Merchant_396,utilities,110.23,AU,pos,0
2023-04-18,07:56:29,CUST-3085,3085,Merchant_227,cash,40.54,AU,mobile,0
2023-08-07,16:48:56,CUST-5198,5198,Merchant_310,retail,24.28,AU,web,0
2023-09-14,11:21:39,CUST-9289,9289,Merchant_132,utilities,32.74,CN,pos,0
2023-06-01,09:32:01,CUST-9004,9004,Merchant_13,travel,54.42,CA,pos,0
2023-09-24,08:18:21,CUST-3851,3851,Merchant_76,grocery,34.78,AU,web,0
2023-11-07,12:42:07,CUST-2245,2245,Merchant_42,entertainment,25.3,AU,atm,0
2023-07-20,10:46:37,CUST-7930,7930,Merchant_1,online,9.87,GB,mobile,0
2023-03-12,14:26:53,CUST-4139,4139,Merchant_125,entertainment,27.08,FR,pos,0
2023-01-16,19:55:12,CUST-4443,4443,Merchant_102,grocery,56.76,CA,pos,0
2023-10-03,04:53:31,CUST-8251,8251,Merchant_391,cash,77.04,AU,web,1
2023-02-10,11:33:14,CUST-1006,1006,Merchant_215,gas_station,36.51,CA,pos,0
2023-08-10,21:00:27,CUST-2983,2983,Merchant_153,healthcare,12.35,FR,web,0
2023-12-01,13:27:35,CUST-1441,1441,Merchant_168,travel,38.99,AU,mobile,0
2023-07-08,17:34:01,CUST-4919,4919,Merchant_313,grocery,19.93,CN,pos,0
2023-04-18,21:05:19,CUST-6529,6529,Merchant_12,grocery,32.28,AU,pos,0
2023-03-06,18:53:14,CUST-7932,7932,Merchant_359,entertainment,23.13,DE,pos,0
2023-07-31,14:55:36,CUST-8022,8022,Merchant_213,travel,33.61,DE,mobile,0
2023-09-17,01:55:38,CUST-7572,7572,Merchant_224,online,104.05,FR,pos,0
2023-04-12,15:27:04,CUST-5844,5844,Merchant_186,cash,42.49,DE,mobile,0
2023-03-12,12:27:18,CUST-9479,9479,Merchant_397,travel,39.46,AU,pos,0
2023-06-09,02:52:48,CUST-5198,5198,Merchant_138,entertainment,15.55,AU,web,0
2023-08-02,14:17:51,CUST-3200,3200,Merchant_232,cash,18.34,GB,pos,0
2023-07-29,19:18:23,CUST-4598,4598,Merchant_291,entertainment,40.61,AU,web,0
2023-02-27,05:44:52,CUST-1158,1158,Merchant_228,gas_station,187.27,AU,atm,0
2023-09-07,17:22:27,CUST-3749,3749,Merchant_121,cash,46.75,DE,pos,0
2023-08-19,16:38:46,CUST-9821,9821,Merchant_344,cash,207.0,DE,pos,0
2023-02-18,16:11:33,CUST-6820,6820,Merchant_323,gas_station,73.85,DE,mobile,0
2023-06-28,10:57:55,CUST-7916,7916,Merchant_17,utilities,85.77,RU,pos,0
2023-01-29,10:03:26,CUST-4595,4595,Merchant_76,online,12.91,CA,web,0
2023-09-26,15:39:52,CUST-7592,7592,Merchant_226,cash,47.56,GB,web,0
2023-01-30,14:20:16,CUST-8579,8579,Merchant_397,healthcare,41.47,CA,web,0
2023-05-19,07:37:02,CUST-3503,3503,Merchant_81,entertainment,162.93,AU,atm,0
2023-05-06,13:59:29,CUST-6085,6085,Merchant_321,online,37.42,GB,pos,0
2023-11-21,14:48:03,CUST-3088,3088,Merchant_328,gas_station,43.52,BR,pos,0
2023-08-29,08:46:40,CUST-9317,9317,Merchant_322,online,10.61,AU,mobile,0
2023-08-02,15:50:38,CUST-5422,5422,Merchant_321,gas_station,60.38,GB,pos,0
2023-04-18,11:56:19,CUST-2530,2530,Merchant_291,grocery,24.44,FR,mobile,0
2023-09-18,13:05:56,CUST-7755,7755,Merchant_340,grocery,57.34,US,pos,0
